Name,Glass,Garnish,How to make,Contents,Ratios,Gentle / Boozy,Sweet / Dry Sour,Calories,Calories2,Alcohol percentage,Alcohol percentage2,Popularity,Category,URL
Sazerac (no sugar & low-calorie),Old-fashioned glass,"['Lemon', 'zest', 'twist', '(discarded)']","POUR absinthe into ice-filled glass, TOP with water and leave to stand. Separately THROW other ingredients with ice. DISCARD contents of glass (absinthe, water and ice) and STRAIN drink into absinthe-coated glass.","['La Fée Parisienne absinthe', 'Bourbon whiskey', 'Sugar-free sweetener', ""Peychaud's or other Creole-style bitters (optional)"", 'Angostura Aromatic Bitters (optional)']","['1⁄3 shot', '1 2⁄3 shot', '1⁄4 shot', '3 dash', '1 dash']",7,6,166 calories,,36.12,,4,Sugar-free & low-calorie,https://www.diffordsguide.com/cocktails/recipe/4655/index.html
Tom Collins (no added sugar & low-calorie),Collins glass,"['Orange', 'slice', '&', 'cherry']",SHAKE first 3 ingredients with ice and strain into ice-filled glass. TOP with soda and briefly stir.,"['Rutte Dry Gin', 'Lemon juice (freshly squeezed)', 'Sugar-free sweetener', 'Thomas Henry Soda Water']","['1 1⁄2 shot', '1 shot', '2⁄3 shot', '3 shot']",5,6,,,,8.44,4,Sugar-free & low-calorie,https://www.diffordsguide.com/cocktails/recipe/4656/index.html
Vodka Collins (no added sugar & low-calorie),Collins glass,"['Orange', 'slice', '&', 'cherry']",SHAKE first 3 ingredients with ice and strain into ice-filled glass. TOP with soda and briefly stir.,"['Ketel One Vodka', 'Lemon juice (freshly squeezed)', 'Sugar-free sweetener', 'Thomas Henry Soda Water']","['1 1⁄2 shot', '1 shot', '2⁄3 shot', '3 shot']",5,6,,,,7.85,,Sugar-free & low-calorie,https://www.diffordsguide.com/cocktails/recipe/4657/index.html
Vodka Sour (no added sugar & low-calorie),Old-fashioned glass,"['Lemon', 'slice']",SHAKE all ingredients with ice and strain back into shaker. DRY SHAKE (without ice) and fine strain into ice-filled glass.,"['Ketel One Vodka', 'Lemon juice (freshly squeezed)', 'Sugar-free sweetener', 'Angostura Aromatic Bitters (optional)', 'Pasteurised egg white (or aquafaba)']","['1 1⁄2 shot', '1 shot', '2⁄3 shot', '2 dash', '1⁄2 shot']",5,6,110 calories,,13.33,,1,Sugar-free & low-calorie,https://www.diffordsguide.com/cocktails/recipe/4658/index.html
Whiskey Sour (no added sugar & low-calorie),Old-fashioned glass,"['Lemon', 'slice']",SHAKE all ingredients with ice and strain back into shaker. DRY SHAKE (without ice) and fine strain into ice-filled glass.,"['Bourbon whiskey', 'Lemon juice (freshly squeezed)', 'Sugar-free sweetener', 'Angostura Aromatic Bitters (optional)', 'Pasteurised egg white (or aquafaba)']","['1 1⁄2 shot', '1 shot', '2⁄3 shot', '2 dash', '1⁄2 shot']",5,6,123 calories,,13.33,,1,Sugar-free & low-calorie,https://www.diffordsguide.com/cocktails/recipe/4659/index.html
White Lady (no added sugar* & low-calorie),Coupe glass,"['Lemon', 'zest', 'twist']",SHAKE all ingredients with ice and strain back into shaker. DRY SHAKE (without ice) and fine strain into ice-filled glass.,"['Rutte Dry Gin', 'Agave Sec liqueur', 'Lemon juice (freshly squeezed)', 'Sugar-free sweetener', 'Pasteurised egg white (or aquafaba)']","['1 1⁄2 shot', '1⁄2 shot', '3⁄4 shot', '5⁄12 shot', '1⁄2 shot']",6,6,141 calories,,18.59,,,Sugar-free & low-calorie,https://www.diffordsguide.com/cocktails/recipe/4660/index.html
404 - Page not found,,[],,[],,,,,,,,,,https://www.diffordsguide.com/cocktails/recipe/4661/index.html
404 - Page not found,,[],,[],,,,,,,,,,https://www.diffordsguide.com/cocktails/recipe/4662/index.html
Naughty Charles,Nick & Nora glass,"['Lemon', 'zest', 'twist', 'STIR', 'all', 'ingredients', 'with', 'ice', 'and', 'strain', 'into', 'chilled', 'glass.']",STIR all ingredients with ice and strain into chilled glass.,"['Blended Scotch whisky', 'Cherry Heering cherry brandy liqueur', 'Dutch Cacao white crème de cacao', 'Dry vermouth', 'Orange Bitters by Angostura']","['1 1⁄2 shot', '1⁄3 shot', '1⁄3 shot', '1⁄2 shot', '2 dash']",7,5,,179 calories,,26.51,39,Short & stirred,https://www.diffordsguide.com/cocktails/recipe/4663/index.html
Stazione,Nick & Nora glass,"['Orange', 'zest', 'twist']",STIR all ingredients with ice and strain into chilled glass.,"['Liquore Strega', 'Fernet liqueur', 'Rosso/rouge (sweet) vermouth']","['1 shot', '1 shot', '1 shot']",9,6,,179 calories,,26.84,12,Short & stirred,https://www.diffordsguide.com/cocktails/recipe/4664/index.html
Vanilla Espresso Martini,Martini glass,"['Float', '3', 'coffee', 'beans', '(and', 'if', 'feeling', 'extravagant,', 'also', 'half,', 'or', 'even', 'a', 'full', 'vanilla', 'bean)']",SHAKE all ingredients with ice and fine strain into chilled glass.,"['Vanilla flavoured vodka', 'Espresso coffee (freshly made & hot)', 'Bebo Coffee Liqueur', 'Vanilla sugar syrup', 'Saline solution 4:1 (20g sea salt to 80g water)']","['1 1⁄2 shot', '1 shot', '2⁄3 shot', '1⁄6 shot', '2 drop']",6,4,,,,,8,Contemporary classic,https://www.diffordsguide.com/cocktails/recipe/4665/index.html
Dutch Mule,Collins glass,"['Mint', 'sprig', '&', 'lime', 'wedge']",SHAKE first 4 ingredients with ice and strain into ice-filled glass. TOP with ginger beer.,"['Ketel One Vodka', 'Rutte Old Simon Genever', 'Lime juice (freshly squeezed)', 'Angostura Aromatic Bitters', 'Thomas Henry Ginger Beer']","['1 1⁄2 shot', '1⁄2 shot', '3⁄4 shot', '3 dash', '3 shot']",6,7,,167 calories,,11.01,8,Contemporary classic,https://www.diffordsguide.com/cocktails/recipe/4666/index.html
First Post,Collins glass,"['Lime', 'wedge']",SHAKE first 5 ingredients with ice and strain into ice-filled glass (preferably over a spear of ice). TOP with soda.,"['Rutte Dry Gin', 'Gentian liqueur (e.g. Suze, Salers etc)', 'Lime juice (freshly squeezed)', ""Sugar syrup 'rich' (2 sugar to 1 water, 65.0°brix)"", 'La Fée Parisienne absinthe', 'Thomas Henry Soda Water']","['1 1⁄2 shot', '1⁄2 shot', '1 shot', '3⁄4 shot', '2 dash', 'Top up with']",7,7,,,,,23,Long drinks & highballs,https://www.diffordsguide.com/cocktails/recipe/4667/index.html
The Bee Bodice,Flute glass,"['Dried', 'lavender', 'sprig']",SHAKE all ingredients with ice and strain back into shaker. DRY SHAKE (without ice) and fine strain into chilled glass.,"['Ketel One Vodka (infused with lavender)', 'Gentian liqueur (e.g. Suze, Salers etc)', 'Lemon juice (freshly squeezed)', 'Honey water (1:1)', 'Pasteurised egg white (or aquafaba)', ""Bob's Grapefruit Bitters""]","['1 1⁄6 shot', '1⁄2 shot', '2⁄3 shot', '2⁄3 shot', '1⁄2 shot', '2 dash']",5,9,,180 calories,,13.12,,Sours (citrus),https://www.diffordsguide.com/cocktails/recipe/4668/index.html
La Bouche Reelle (The Real Mouth) No.2,Coupe glass,"['Orange', 'zest', 'shavings']","STIR jam and grapefruit juice in base of shaker until jam dissolves. Add other ingredients, SHAKE with ice and strain back into shaker. DRY SHAKE (without ice) and fine strain into chilled glass.","['Ginger jam', 'Caribbean blended rum aged 6-10 years', 'Bourbon whiskey', 'Gentian liqueur (e.g. Suze, Salers etc)', 'Pink grapefruit juice (freshly squeezed)', 'Orange Bitters by Angostura', 'Pasteurised egg white (or aquafaba)']","['1 spoon', '5⁄6 shot', '1⁄2 shot', '1⁄2 shot', '5⁄6 shot', '3 dash', '5⁄12 shot']",8,10,,,,16.63,2,Aperitivo/aperitif,https://www.diffordsguide.com/cocktails/recipe/4669/index.html
Like A Lady,Coupe glass,"['Grind', 'black', 'pepper']","MUDDLE cucumber in base of shaker. ADD other ingredients, SHAKE with ice and strain back into shaker. DRY SHAKE and fine strain into chilled glass.","['Cucumber (fresh)', 'Rutte Dry Gin', 'Gentian liqueur (e.g. Suze, Salers etc)', 'Lemon juice (freshly squeezed)', ""Sugar syrup 'rich' (2 sugar to 1 water, 65.0°brix)"", 'Pasteurised egg white (or aquafaba)']","['1 slice', '1 1⁄3 shot', '2⁄3 shot', '2⁄3 shot', '1⁄6 shot', '1⁄2 shot']",5,8,,,,,7,Sours (citrus),https://www.diffordsguide.com/cocktails/recipe/4670/index.html
Suzepect Swizzle,Highball (max 10oz/300ml),"['Mint', 'sprigs']",Squeeze grapes to yield 20ml juice and SWIZZLE this with next 3 ingredients in glass half filled with crushed ice. Fill glass with more crushed ice and then FLOAT amaro.,"['Green grapes (seedless)', 'Gentian liqueur (e.g. Suze, Salers etc)', 'Giffard Crème de Pêche de Vigne liqueur', 'Mint leaves', 'Montenegro amaro']","['6 fresh', '1 1⁄3 shot', '1⁄3 shot', '8 fresh', '1⁄3 shot']",4,8,,,,,2,Long drinks & highballs,https://www.diffordsguide.com/cocktails/recipe/4671/index.html
La Petite Bouche,Highball (max 10oz/300ml),"['White', 'grapefruit', 'wedge', 'squeezed', 'and', 'dropped', 'in', 'drink', 'as', 'garnish']",POUR all ingredients into ice-filled glass and briefly stir.,"['Gentian liqueur (e.g. Suze, Salers etc)', 'Light white rum (charcoal-filtered 1-4 years old)', 'Orange Bitters by Angostura', 'Mediterranean tonic water']","['1 1⁄3 shot', '2⁄3 shot', '3 dash', '3 shot']",7,8,,,,9.13,7,Aperitivo/aperitif,https://www.diffordsguide.com/cocktails/recipe/4672/index.html
Blushing Monk,Coupe glass,"['Angostura', 'Bitters', 'dash', 'in', 'a', 'single', 'line', 'across', 'top', 'egg', 'white', 'foam', 'to', 'form', 'a', 'brown', 'line', 'representing', 'the', 'rope', 'that', 'ties', 'a', ""monk's"", 'robe.']",SHAKE all ingredients with ice and strain back into shaker. DRY SHAKE (without ice) and fine strain into chilled glass.,"['Bénédictine D.O.M. liqueur', 'Bittersweet orange-red aperitivo', 'Gentian liqueur (e.g. Suze, Salers etc)', 'Lillet Blanc (or other aromatized wine)', 'Lime juice (freshly squeezed)', 'Pasteurised egg white (or aquafaba)', 'Angostura Aromatic Bitters']","['2⁄3 shot', '2⁄3 shot', '5⁄12 shot', '1⁄2 shot', '1⁄2 shot', '5⁄6 shot', '1 dash']",6,7,,168 calories,,11.57,10,Sours (citrus),https://www.diffordsguide.com/cocktails/recipe/4673/index.html
Dans Le Jardin (In The Garden),Old-fashioned glass,"['Rosemary', 'sprig']",SHAKE all ingredients with ice and strain back into shaker. DRY SHAKE (without ice) and fine strain into ice-filled glass.,"['Gentian liqueur (e.g. Suze, Salers etc)', 'Rutte Dry Gin', 'Lemon juice (freshly squeezed)', ""Sugar syrup 'rich' (2 sugar to 1 water, 65.0°brix)"", 'Pasteurised egg white (or aquafaba)', 'Chartreuse Élixir Végétal (optional)']","['1 1⁄3 shot', '2⁄3 shot', '1⁄2 shot', '1⁄3 shot', '1⁄2 shot', '4 drop']",5,7,158 calories,,13.43,,16,Sours (citrus),https://www.diffordsguide.com/cocktails/recipe/4674/index.html
Vieille Place,Old-fashioned glass,"['Lemon', 'zest', 'twist']",STIR all ingredients with ice and strain into ice-filled glass (preferably over a chunk of block ice).,"['Bourbon whiskey', 'Rémy Martin 1738 Cognac', 'Gentian liqueur (e.g. Suze, Salers etc)', 'Dry vermouth', 'Disaronno amaretto', ""Sugar syrup 'rich' (2 sugar to 1 water, 65.0°brix)"", ""Peychaud's or other Creole-style bitters"", 'Angostura Aromatic Bitters']","['5⁄6 shot', '5⁄6 shot', '2⁄3 shot', '1⁄2 shot', '1⁄6 shot', '1⁄3 shot', '1 dash', '1 dash']",7,8,,221 calories,,23.51,45,Short & stirred,https://www.diffordsguide.com/cocktails/recipe/4675/index.html
Reno,Old-fashioned glass,"['Burnt', 'lemon', 'wedge']",THROW all ingredients with ice and strain into ice-filled glass (preferably over a chunk of block ice).,"['Montenegro amaro', 'Gentian liqueur (e.g. Suze, Salers etc)', 'Americano Bianco', 'Italicus liqueur']","['1 1⁄6 shot', '2⁄3 shot', '5⁄6 shot', '1⁄6 shot']",6,7,,188 calories,,13.35,15,Herbal,https://www.diffordsguide.com/cocktails/recipe/4676/index.html
Pavoni,Old-fashioned glass,"['Orange', 'zest', 'twist', '(discarded)', '&', 'blue', 'cheese', 'stuffed', 'olive']",STIR all ingredients with ice and strain into ice-filled glass.,"['Cherry Heering cherry brandy liqueur', 'Fino sherry', 'Luxardo Maraschino liqueur', 'Angostura di Amaro', 'Orange Bitters by Angostura']","['1 shot', '1 shot', '1⁄3 shot', '1⁄3 shot', '2 dash']",4,6,,184 calories,,19.52,14,Short & stirred,https://www.diffordsguide.com/cocktails/recipe/4677/index.html
Fairbanks No.2,Coupe glass,"['Orange', 'zest', 'twist', '(discarded)', '&', 'luxardo', 'maraschino', 'cherry']",SHAKE all ingredients with ice and fine strain into chilled glass.,"['Rutte Dry Gin', 'Dry vermouth', 'Crème de noyau liqueur', 'Orange Bitters by Angostura']","['2 shot', '2⁄3 shot', '1⁄6 shot', '2 dash']",8,8,,165 calories,,28.7,1,Martini-style,https://www.diffordsguide.com/cocktails/recipe/4678/index.html
Eye-opener,Coupe glass,"['Orange', 'zest', 'twist']",SHAKE and strain all ingredients with ice and fine strain into chilled glass.,"['Gold rum (1-3 years old mellow light)', 'Orange Curaçao liqueur', 'Crème de noyau liqueur', ""Sugar syrup 'rich' (2 sugar to 1 water, 65.0°brix)"", 'La Fée Parisienne absinthe', 'Egg yolk']","['1 1⁄2 shot', '1⁄6 shot', '1⁄6 shot', '1⁄6 shot', '2 dash', '1 fresh']",,,,,,29.17,,Classic/vintage,https://www.diffordsguide.com/cocktails/recipe/4679/index.html
Old Etonian,Coupe glass,"['Orange', 'zest', 'twist']",SHAKE all ingredients with ice and fine strain into chilled glass.,"['Rutte Dry Gin', 'Lillet Blanc (or other aromatized wine)', 'Crème de noyau liqueur', 'Orange Bitters by Angostura']","['1 1⁄2 shot', '1 1⁄2 shot', '1⁄6 shot', '2 dash']",6,7,,177 calories,,24.37,6,Martini-style,https://www.diffordsguide.com/cocktails/recipe/4680/index.html
Lily,Coupe glass,"['Lemon', 'zest', 'twist']",SHAKE all ingredients with ice and fine strain into chilled glass.,"['Rutte Dry Gin', 'Crème de noyau liqueur', 'Lillet Blanc (or other aromatized wine)', 'Lemon juice (freshly squeezed)']","['1 shot', '1 shot', '1 shot', '1⁄4 shot']",4,5,,188 calories,,22.46,5,Classic/vintage,https://www.diffordsguide.com/cocktails/recipe/4681/index.html
Yes or Noyau?,Old-fashioned glass,"['Orange', 'zest', 'twist']",STIR all ingredients with ice and strain into ice-filled glass (preferably over a chunk of block ice).,"['Bourbon whiskey', 'Straight rye whiskey (100 proof / 50% alc./vol.)', 'Crème de noyau liqueur', 'Rainwater/Verdelho (med-dry) Madeira wine']","['3⁄4 shot', '3⁄4 shot', '3⁄4 shot', '3⁄4 shot']",8,7,198 calories,,29.45,,2,Short & stirred,https://www.diffordsguide.com/cocktails/recipe/4682/index.html
Le Frog,Coupe glass,"['Pineapple', 'wedge', 'on', 'rim']",SHAKE all ingredients with ice and fine strain into chilled glass.,"['Caisteal Chamuis peated scotch whisky', 'Giffard Framboise de Ronce (raspberry liqueur)', 'Pineapple juice (fresh pressed)']","['1 1⁄2 shot', '1⁄2 shot', '1 1⁄2 shot']",7,7,176 calories,,17.97,,10,Fruity,https://www.diffordsguide.com/cocktails/recipe/4683/index.html
Corleone,Coupe glass,"['Green', 'grape', 'on', 'rim']","MUDDLE grapes in base of shaker. Add other ingredients, SHAKE with ice and fine strain into chilled glass.","['Green grapes (seedless)', 'Rutte Dry Gin', 'Bepi Tosolini Grappa di Moscato', 'Lemon juice (freshly squeezed)', ""Sugar syrup 'rich' (2 sugar to 1 water, 65.0°brix)"", 'Orange Bitters by Angostura']","['5 fresh', '1 1⁄2 shot', '1⁄2 shot', '1⁄2 shot', '1⁄3 shot', '1 dash']",7,6,,,,24.05,7,Fruity,https://www.diffordsguide.com/cocktails/recipe/4684/index.html
Eastern Standard (Soho House Tonic),Coupe glass,"['Float', 'thin', 'slice', 'cucumber']","MUDDLE cucumber in base of shaker. Add other ingredients, SHAKE with ice and fine strain into chilled glass.","['Cucumber (fresh)', 'Mint leaves', 'Rutte Dry Gin', 'Lime juice (freshly squeezed)', ""Sugar syrup 'rich' (2 sugar to 1 water, 65.0°brix)""]","['3 slice', '3 fresh', '1 2⁄3 shot', '5⁄12 shot', '1⁄3 shot']",6,6,,,,23.92,43,Hall of Fame & must know/try,https://www.diffordsguide.com/cocktails/recipe/4685/index.html
Dunderstruck,Old-fashioned glass,"['Heart-shaped', 'strawberry', 'slice', 'on', 'rim']",SHAKE all ingredients with ice and fine strain into ice-filled glass.,"['Jamaican-style overproof aged pot still rum', 'Italian red bitter liqueur', 'Strawberry sugar syrup', 'Pineapple juice (fresh pressed)', 'La Fée Parisienne absinthe']","['1 shot', '3⁄4 shot', '1⁄2 shot', '1 1⁄2 shot', '2 dash']",8,6,,177 calories,,17.14,10,Fruity,https://www.diffordsguide.com/cocktails/recipe/4686/index.html
Aviazione,Coupe glass,"['Lemon', 'zest', 'twist']",SHAKE all ingredients with ice and fine into chilled glass.,"['Bepi Tosolini Grappa di Moscato', 'Luxardo Maraschino liqueur', 'Crème de violette liqueur', 'Lemon juice (freshly squeezed)']","['1 1⁄2 shot', '1⁄2 shot', '1⁄3 shot', '1⁄2 shot']",7,7,,,,,3,Sours (citrus),https://www.diffordsguide.com/cocktails/recipe/4687/index.html
The Lemon Peel,Highball (max 10oz/300ml),"['Sage', 'sprig']",SHAKE all ingredients with ice and strain into ice-filled glass.,"['Rutte Dry Gin', 'Pallini Limoncello liqueur', 'Liquore Strega', 'Pink grapefruit juice (freshly squeezed)', 'Lemon juice (freshly squeezed)', ""Sugar syrup 'rich' (2 sugar to 1 water, 65.0°brix)"", 'Orange Bitters by Angostura']","['1 1⁄2 shot', '1⁄2 shot', '1⁄4 shot', '3⁄4 shot', '3⁄4 shot', '1⁄4 shot', '1 dash']",6,8,,,,,5,Sours (citrus),https://www.diffordsguide.com/cocktails/recipe/4688/index.html
The Persuader,Coupe glass,"['Pineapple', 'wedge', 'on', 'rim']",SHAKE all ingredients with ice and fine strain into chilled glass.,"['Caribbean blended rum aged 6-10 years', 'Chardonnay (Chablis) white wine', 'Muyu Chinotto Nero liqueur', 'Licor 43 Original liqueur', 'Pineapple juice (fresh pressed)']","['1 1⁄2 shot', '1 shot', '1⁄3 shot', '1⁄6 shot', '1 shot']",7,7,205 calories,,17.17,,1,Fruity,https://www.diffordsguide.com/cocktails/recipe/4689/index.html
The Ridgwell,Coupe glass,['Blackberry'],STIR all ingredients with ice and strain into chilled glass.,"['Bourbon whiskey', 'Straight rye whiskey (100 proof / 50% alc./vol.)', 'Punt E Mes or other full-bodied vermouth', 'Rosso/rouge (sweet) vermouth', 'Giffard Crème de Mûre liqueur', 'Angostura Aromatic Bitters', 'Orange Bitters by Angostura']","['5⁄6 shot', '2⁄3 shot', '5⁄12 shot', '5⁄12 shot', '1⁄6 shot', '1 dash', '1 dash']",8,7,,155 calories,,27.91,3,Spirit-forward,https://www.diffordsguide.com/cocktails/recipe/4690/index.html
Golden Hour Margarita,Rocks glass,"['Pineapple', 'wedge']","This drink can be shaken and served on the rocks or frozen. Rim a glass with a mixture of equal parts salt, turmeric and chilli pepper. SHAKE all ingredients or blend to combine. Pour into rimmed glass (filled with ice if you used a shaker).  Special ingredient #1: Tumeric agave syrup - 2 cups agave, 1 cup water, 2 tablespoons turmeric powder. Add agave, water and turmeric to a saucepan. Simmer for 10 minutes, stirring frequently to incorporate the turmeric. Let cool and strain into a sealable bottle.","['Patrón Reposado tequila', 'Patron Citronge', 'Pineapple juice (fresh pressed)', 'Lime juice (freshly squeezed)', '*Special ingredient #1 (see above)']","['1 1⁄2 shot', '1⁄2 shot', '1 shot', '1⁄2 shot', '1⁄4 shot']",,,,,,Cocktails & Mixed Drinks,,,https://www.diffordsguide.com/cocktails/recipe/4691/index.html
Dynasty Margarita,Old-fashioned glass,"['Grapefruit', 'salt', 'rim', '(mix', '100g', 'sea', 'salt', 'with', '10g', 'grated', 'grapefruit', 'peel,', 'spread', 'over', 'a', 'paper', 'towel', 'and', 'leave', 'to', 'infuse', 'and', 'dry', 'overnight)']",SHAKE all ingredients with ice and fine strain into ice-filled glass pre-rimmed with grapefruit salt.,"['Patrón Silver blanco tequila', 'Patron Citronge', 'Fiorente Elderflower liqueur', 'Lime juice (freshly squeezed)', 'Lychee syrup', 'Ginger syrup']","['1 1⁄3 shot', '1⁄4 shot', '1⁄4 shot', '3⁄4 shot', '1⁄6 shot', '1⁄6 shot']",6,6,,133 calories,,18.89,7,Sours (citrus),https://www.diffordsguide.com/cocktails/recipe/4692/index.html
Flamingo Park Margarita,Highball (max 10oz/300ml),"['Dehydrated', 'lime', 'wheel']","SHAKE spirits, agave syrup and lime juice with ice. Rim a footed highball glass with the tajin/sea salt/black pepper mixture. Strain onto fresh ice in the glass. Top with grapefruit sparkling water and stir to combine. Special ingredient #1:  Grapefruit sparkling water. Special ingredient #2: Tajîn/sea salt/black pepper rim - 2 parts tajin, 1 part Maldon sea salt, 1 part black pepper.","['Patrón Reposado tequila', 'Patron Citronge', '*Special ingredient #1 (see above)', 'Lime juice (freshly squeezed)', 'Agave syrup', 'Martini Riserva Speciale Bitter']","['1 1⁄2 shot', '1⁄2 shot', '1 shot', '3⁄4 shot', '3⁄4 shot', '1⁄2 shot']",,,,,,Cocktails & Mixed Drinks,,,https://www.diffordsguide.com/cocktails/recipe/4693/index.html
Margarita Amore,Margarita glass,"['Fresh', 'chilli', 'pepper']","SHAKE all ingredients with ice and strain into a chilled glass. Special ingredient #1: Valentina-passionfruit syrup - combine two parts passionfruit syrup to one-part Valentina hot sauce and stir to combine. Store refrigerated.","['Patrón Reposado tequila', 'Patron Citronge', 'Apple juice (apple cider) unsweetened & cloudy', 'Lime juice (freshly squeezed)', '*Special ingredient #1 (see above)']","['1 1⁄2 shot', '1⁄2 shot', '1 shot', '1⁄2 shot', '1⁄2 shot']",,,,,,Cocktails & Mixed Drinks,1,,https://www.diffordsguide.com/cocktails/recipe/4694/index.html
Margarita Caliente,Double old-fashioned,"['Orange', 'twist']",SHAKE all ingredients with ice and strain into a glass with a large ice cube.,"['Patrón Silver blanco tequila', 'Patron Citronge', 'Lime juice (freshly squeezed)', 'Passion fruit syrup', 'Orange marmalade', 'Hot pepper sauce (red)']","['1 1⁄2 shot', '1 shot', '1 shot', '1⁄2 shot', '2 spoon', '4 dash']",,,,,Cocktails & Mixed Drinks,,,,https://www.diffordsguide.com/cocktails/recipe/4695/index.html
Paseo Margarita,Coupe glass,"['Basil', 'leaf']","SHAKE all ingredients with ice. Rim the glass with rose salt. If using a wine goblet, strain onto fresh ice. Alternatively, if using a coupe, strain into the glass without ice.","['Patrón Silver blanco tequila', 'Patron Citronge', 'Lime juice (freshly squeezed)', ""Sugar syrup 'simple' (1 sugar to 1 water, 48°Brix)"", 'Coconut milk', 'Thai basil leaves']","['1 1⁄2 shot', '1⁄2 shot', '3⁄4 shot', '1⁄2 shot', '1 shot', '6 fresh']",,,,,Cocktails & Mixed Drinks,,11,,https://www.diffordsguide.com/cocktails/recipe/4696/index.html
Pasifika Margarita,Highball (max 10oz/300ml),"['Two', 'pineapple', 'fronds.']",SHAKE all ingredients with ice and strain into an ice-filled glass.,"['Patrón Silver blanco tequila', 'Patron Citronge', 'Coconut water', 'Pineapple juice (fresh pressed)', 'Lime juice (freshly squeezed)', 'Ginger syrup', ""Sugar syrup 'simple' (1 sugar to 1 water, 48°Brix)""]","['2 shot', '1⁄2 shot', '1 shot', '3⁄4 shot', '1⁄2 shot', '1 spoon', '1 spoon']",,,,,Cocktails & Mixed Drinks,,1,,https://www.diffordsguide.com/cocktails/recipe/4697/index.html
Wild Rose Margarita,Coupe glass,"['Fanned', 'strawberry']",SHAKE all ingredients with ice and strain into chilled glass.,"['Patrón Silver blanco tequila', 'De Kuyper Triple Sec (40%)', 'Savoia Americano Rosso', 'Rose sugar syrup', 'Lime juice (freshly squeezed)', 'Rutte Dry Gin']","['1 1⁄2 shot', '1⁄2 shot', '5⁄6 shot', '1⁄3 shot', '1⁄2 shot', '1⁄4 shot']",8,7,,231 calories,,21.88,6,Sours (citrus),https://www.diffordsguide.com/cocktails/recipe/4698/index.html
Super Seedy,Old-fashioned glass,"['Orange', 'zest', 'twist']",STIR all ingredients with ice and strain into ice-filled glass (preferably over a chunk of block ice).,"['The Busker Blended Irish Whiskey', 'Raspberry (framboise) sugar syrup', 'Gentian liqueur (e.g. Suze, Salers etc)']","['1 2⁄3 shot', '1⁄3 shot', '1⁄12 shot']",7,6,150 calories,,27.8,,3,Spirit-forward,https://www.diffordsguide.com/cocktails/recipe/4699/index.html
The Exotic Teapot,Wine glass,"['No', 'garnish', 'required']",STIR all ingredients with ice and strain into chilled glass.,"['The Busker Blended Irish Whiskey', 'Rooibos tea (cold)', ""Sugar syrup 'rich' (2 sugar to 1 water, 65.0°brix)"", 'Yellow Chartreuse liqueur']","['1 2⁄3 shot', '2 1⁄2 shot', '1⁄3 shot', '1⁄12 shot']",7,7,,,,12.94,3,Saint Patrick's Day,https://www.diffordsguide.com/cocktails/recipe/4700/index.html
Old Gran's Punch,Cup,"['No', 'garnish']",STIR all ingredients with ice and strain into ice-filled glass.,"['The Busker Blended Irish Whiskey', 'Manzanilla sherry', 'Apple sugar syrup', 'Kombucha']","['1 1⁄6 shot', '1⁄3 shot', '1⁄3 shot', '2 1⁄2 shot']",5,7,132 calories,,10.43,,1,Savoury,https://www.diffordsguide.com/cocktails/recipe/4701/index.html
Grapefruit & Rose Seltz,Large wine glass,"['Grapefruit', 'wedge']",POUR ingredients into ice-filled glass and briefly stir.,"['Ketel One Grapefruit & Rose', 'Thomas Henry Soda Water']","['1 2⁄3 shot', '5 shot']",4,6,,,,,,Long drinks & highballs,https://www.diffordsguide.com/cocktails/recipe/4702/index.html
Cucumber & Mint Seltz,Wine glass,"['Mint', 'sprigs', 'bouquet']",POUR ingredients into ice-filled glass and briefly stir.,"['Ketel One Cucumber & Mint', 'Thomas Henry Soda Water']","['1 2⁄3 shot', '5 shot']",4,6,,,,,1,Long drinks & highballs,https://www.diffordsguide.com/cocktails/recipe/4703/index.html
Peach & Orange Blossom Seltz,Large wine glass,"['Orange', 'wedge']",POUR ingredients into ice-filled glass and briefly stir.,"['Ketel One Peach & Orange Blossom', 'Thomas Henry Soda Water']","['1 2⁄3 shot', '5 shot']",4,6,,,,,2,Long drinks & highballs,https://www.diffordsguide.com/cocktails/recipe/4704/index.html
Bijou (by Jamie Gordon),Old-fashioned glass,"['Orange', 'zest', 'twist']",STIR all ingredients with ice and strain into ice-filled glass.,"['Rutte Dry Gin', 'Rosso/rouge (sweet) vermouth', 'Green Chartreuse liqueur', 'Italian red bitter liqueur']","['1 shot', '1 shot', '3⁄4 shot', '1⁄4 shot']",6,6,189 calories,,29.8,,93,Contemporary classic,https://www.diffordsguide.com/cocktails/recipe/4705/index.html
Millionaire's Martini,Coupe glass,"['Lemon', 'zest', 'twist']",STIR first 2 ingredients with ice and strain into chilled glass. TOP with Champagne.,"['Rutte Dry Gin', 'Dry vermouth', 'Brut champagne or sparkling wine']","['1 1⁄3 shot', '1 1⁄3 shot', '2⁄3 shot']",10,8,,138 calories,,21.69,31,Classic/vintage,https://www.diffordsguide.com/cocktails/recipe/4706/index.html
